,OBJECTID,COUNTY,CITY,Shape__Area,Shape__Length,GlobalID,Year,Geography,Geographic Area Name,Total_Population,City
3118,341.0,San Bernardino,Redlands,137182930.191406,111481.867114611,efb2a5e6-8e02-4c10-ab0d-8d76b5d9b05a,2016,1600000US0659962,"Redlands city, California",70442.0,Redlands
3119,342.0,Los Angeles,Redondo Beach,23634839.2226563,34898.51272754,711dfdd8-fc25-45c7-a6b3-f716838c4ce4,2016,1600000US0660018,"Redondo Beach city, California",67664.0,Redondo Beach
3120,343.0,San Mateo,Redwood City,89617439.0625,93611.4612668091,5660f3a5-5a62-48ad-82b5-931b039387dd,2016,1600000US0660102,"Redwood City city, California",82595.0,Redwood City
3121,344.0,Fresno,Reedley,22607950.4804688,43003.7486545284,ef91d62f-8dad-4162-8b26-61a93fe4d486,2016,1600000US0660242,"Reedley city, California",25273.0,Reedley
3122,345.0,San Bernardino,Rialto,91390403.578125,98745.6370998239,96975d0b-4c06-420c-806d-77b8c0f70e14,2016,1600000US0660466,"Rialto city, California",102418.0,Rialto
3123,346.0,Contra Costa,Richmond,126675636.636719,176965.464693012,45f0f280-5d3a-4a3a-84f9-7cb4d419e15e,2016,1600000US0660620,"Richmond city, California",108303.0,Richmond
3124,347.0,Kern,Ridgecrest,84540228.5273438,69285.6735449347,48eedf70-70d7-4925-b8b7-6103ee5dc7a1,2016,1600000US0660704,"Ridgecrest city, California",28604.0,Ridgecrest
3125,348.0,Humboldt,Rio Dell,11666569.5429688,28074.4491535008,5dc2b8e2-6863-4ce9-966b-2d014c37fc38,2016,1600000US0660900,"Rio Dell city, California",3372.0,Rio Dell
3126,349.0,Solano,Rio Vista,28935366.203125,35454.3947119044,9ca0d339-e6a2-44dd-857e-61e7cd0f7a63,2016,1600000US0660984,"Rio Vista city, California",8055.0,Rio Vista
3127,350.0,San Joaquin,Ripon,22885456.84375,37095.6139718161,064fb9ff-a16f-4910-9eea-fe0b882d75ce,2016,1600000US0661026,"Ripon city, California",14971.0,Ripon
3128,351.0,Stanislaus,Riverbank,19707228.796875,28698.0202452408,26ff9792-f869-4bbb-a49b-c9b5c4841a50,2016,1600000US0661068,"Riverbank city, California",23761.0,Riverbank
3129,352.0,Riverside,Riverside,307618936.777344,125771.980799906,f0ce24cb-2697-4cbe-91f3-f3d9802aede1,2016,1600000US0662000,"Riverside city, California",318678.0,Riverside
3130,353.0,Placer,Rocklin,84310905.15625,52386.9677909041,ec539eb0-57ca-471a-823c-4185fc88fda0,2016,1600000US0662364,"Rocklin city, California",60509.0,Rocklin
3131,354.0,Sonoma,Rohnert Park,30829152.1796875,40766.6339277502,86909745-0623-4620-b48a-54bd29ee30f4,2016,1600000US0662546,"Rohnert Park city, California",41928.0,Rohnert Park
3132,355.0,Los Angeles,Rolling Hills,11232750.6523438,17709.4722533372,6460131d-326e-4a9e-bc2c-775a02f5a4a7,2016,1600000US0662602,"Rolling Hills city, California",1760.0,Rolling Hills
3133,355.0,Los Angeles,Rolling Hills,11232750.6523438,17709.4722533372,6460131d-326e-4a9e-bc2c-775a02f5a4a7,2016,1600000US0662625,"Rolling Hills CDP, California",832.0,Rolling Hills
3134,356.0,Los Angeles,Rolling Hills Estates,13510504.5507813,44984.5462724516,eead10cb-6be8-4a8d-8aa4-ab4c0eef04ed,2016,1600000US0662644,"Rolling Hills Estates city, California",8206.0,Rolling Hills Estates
3135,357.0,Los Angeles,Rosemead,19557738.3476563,34742.7230793602,ff890777-604e-4f8e-9e64-61433f2be67c,2016,1600000US0662896,"Rosemead city, California",54507.0,Rosemead
3136,358.0,Placer,Roseville,188369685.691406,103311.790809225,00b182ab-6459-46b9-9a0a-38c2d5e94336,2016,1600000US0662938,"Roseville city, California",128276.0,Roseville
3137,360.0,Sacramento,Sacramento,427007328.730469,198235.433107305,7223be8a-6d82-49eb-94f7-6db5c9511368,2016,1600000US0664000,"Sacramento city, California",484530.0,Sacramento
3138,361.0,Monterey,Salinas,94905743.375,59269.1649201877,43a14511-a2ff-4099-af65-ec9a825220a6,2016,1600000US0664224,"Salinas city, California",155889.0,Salinas
3139,363.0,San Bernardino,San Bernardino,236679086.378906,262073.488311803,af9df172-d9a9-46e7-a394-8865892512d4,2016,1600000US0665000,"San Bernardino city, California",214581.0,San Bernardino
3140,364.0,San Mateo,San Bruno,22670974.7109375,29835.1014582865,748e5da7-3eaf-4143-9d11-a74b207ebe87,2016,1600000US0665028,"San Bruno city, California",42736.0,San Bruno
3141,365.0,San Mateo,San Carlos,22245703.1953125,38466.2051114397,c610e761-fdb5-450d-a2e7-b9e91dc0aa55,2016,1600000US0665070,"San Carlos city, California",29596.0,San Carlos
3142,366.0,Orange,San Clemente,68399728.0859375,46048.6615335189,514c666f-1765-4b53-8d1b-b23faed64e43,2016,1600000US0665084,"San Clemente city, California",65082.0,San Clemente
3143,367.0,San Diego,San Diego,1248246435.08984,435778.638159929,9bd96f96-21a8-4f74-9504-658b87b89687,2016,1600000US0666000,"San Diego city, California",1374812.0,San Diego
3144,368.0,Los Angeles,San Dimas,58386928.3867188,62777.7392005674,92978ddb-51f6-40b8-a84f-9f94a06fadfd,2016,1600000US0666070,"San Dimas city, California",34109.0,San Dimas
3145,369.0,Los Angeles,San Fernando,9028822.01953125,13535.6471148585,e337dd0c-3f39-41c7-a706-8a41fbb7a9e1,2016,1600000US0666140,"San Fernando city, California",24396.0,San Fernando
3146,370.0,San Francisco,San Francisco,196956991.132813,88017.5832295031,22155ea7-bce9-44f7-a8bb-47524aba3dd4,2016,1600000US0667000,"San Francisco city, California",850282.0,San Francisco
3147,371.0,Los Angeles,San Gabriel,15644452.6210938,35543.8786644452,0e7586d1-a740-470b-8a49-fdaba6b923a4,2016,1600000US0667042,"San Gabriel city, California",40200.0,San Gabriel
3148,372.0,Riverside,San Jacinto,97900780.6953125,72246.5252366248,26a048a2-b665-4994-9ea9-f903ea72d164,2016,1600000US0667112,"San Jacinto city, California",46375.0,San Jacinto
3149,373.0,Fresno,San Joaquin,4621577.88671875,16766.3997344222,bb1c0ed5-95b7-4b39-9732-56e3b634c0d5,2016,1600000US0667126,"San Joaquin city, California",4011.0,San Joaquin
3150,374.0,Santa Clara,San Jose,736732528.890625,558594.751584614,04cabb06-702a-4308-90de-372d1a31da84,2016,1600000US0668000,"San Jose city, California",1009363.0,San Jose
3151,375.0,San Benito,San Juan Bautista,3161606.3828125,11891.297445201,8824172c-47b5-4ca9-9f43-5de6af79d72c,2016,1600000US0668014,"San Juan Bautista city, California",2327.0,San Juan Bautista
3152,376.0,Orange,San Juan Capistrano,53812533.9257813,39988.5941283385,5ad6699b-f094-4236-8c2d-f020af5063f1,2016,1600000US0668028,"San Juan Capistrano city, California",36006.0,San Juan Capistrano
3153,377.0,Alameda,San Leandro,55297492.9804688,44204.8238907699,c0f019a7-9299-4d7b-b6dc-eae218e434b0,2016,1600000US0668084,"San Leandro city, California",89039.0,San Leandro
3154,378.0,San Luis Obispo,San Luis Obispo,53035632.7109375,63090.7801074243,2a4a14d5-79ad-4951-8356-449c441ff2e1,2016,1600000US0668154,"San Luis Obispo city, California",46716.0,San Luis Obispo
3155,379.0,San Diego,San Marcos,91060676.8398438,82477.3069318236,f4582ec4-c221-4a78-b2bf-ec5ee2620546,2016,1600000US0668196,"San Marcos city, California",91479.0,San Marcos
3156,380.0,Los Angeles,San Marino,14270612.8320313,20988.4402580177,2224cf5b-3d9c-4f56-abb3-daae68fe447a,2016,1600000US0668224,"San Marino city, California",13324.0,San Marino
3157,381.0,San Mateo,San Mateo,51529814.7421875,55198.7179558889,df1d93b9-1681-4016-8426-9186099481df,2016,1600000US0668252,"San Mateo city, California",102224.0,San Mateo
3158,382.0,Contra Costa,San Pablo,10873954.8945313,20723.2271520139,eca71bdb-3d39-46e6-88d5-d79b7a03c1ce,2016,1600000US0668294,"San Pablo city, California",29991.0,San Pablo
3159,383.0,Marin,San Rafael,69657593.3789063,91209.0985089714,b33c3143-ff46-43bd-b805-d75840603026,2016,1600000US0668364,"San Rafael city, California",58948.0,San Rafael
3160,384.0,Contra Costa,San Ramon,83436495.859375,53489.5086293224,01b863ff-242c-483e-bd2d-6928982adf3c,2016,1600000US0668378,"San Ramon city, California",74366.0,San Ramon
3161,385.0,Monterey,Sand City,1805350.07421875,7145.79009381909,38daa221-0f57-4943-a48a-72d331e7f735,2016,1600000US0665112,"Sand City city, California",301.0,Sand City
3162,386.0,Fresno,Sanger,23145354.484375,30814.8590475768,a412ff41-944c-4b1f-82cd-442152ffee6b,2016,1600000US0667056,"Sanger city, California",24741.0,Sanger
3163,387.0,Orange,Santa Ana,102836271.988281,59297.6920757499,daf026f5-9d30-4385-a2f7-87bb5b2559b5,2016,1600000US0669000,"Santa Ana city, California",333605.0,Santa Ana
3164,388.0,Santa Barbara,Santa Barbara,74577754.59375,98848.9057625582,ab4ec48d-c731-403c-af66-3d09a3d70562,2016,1600000US0669070,"Santa Barbara city, California",90922.0,Santa Barbara
3165,389.0,Santa Clara,Santa Clara,74710485.40625,58831.0412529146,57b4dec7-8124-416c-955b-35129a1c1eec,2016,1600000US0669084,"Santa Clara city, California",122725.0,Santa Clara
3166,390.0,Los Angeles,Santa Clarita,270381322.203125,134970.730700177,af9adfa2-1e05-4997-9ce4-b8886ca93bc3,2016,1600000US0669088,"Santa Clarita city, California",180303.0,Santa Clarita
3167,391.0,Santa Cruz,Santa Cruz,51660946.6367188,61502.4664412579,3b30207f-5ac1-46d9-a38d-b7b1bbb13ece,2016,1600000US0669112,"Santa Cruz city, California",63310.0,Santa Cruz
3168,392.0,Los Angeles,Santa Fe Springs,33436576.4023438,57872.9378690473,2b27542f-0442-4d49-a11e-2d380e29f83f,2016,1600000US0669154,"Santa Fe Springs city, California",17436.0,Santa Fe Springs
3169,393.0,Santa Barbara,Santa Maria,90883577.6171875,87515.796776136,d1c819ca-bd6a-43d1-8ff9-ca6085312233,2016,1600000US0669196,"Santa Maria city, California",103642.0,Santa Maria
3170,394.0,Los Angeles,Santa Monica,32088268.546875,24259.2892449961,eb8248a9-59a9-4c93-8435-1f39fdae2fc9,2016,1600000US0670000,"Santa Monica city, California",92247.0,Santa Monica
3171,395.0,Ventura,Santa Paula,21768873.8554688,32901.0264262498,c4f1aef1-647f-4752-930b-4121b511a8a4,2016,1600000US0670042,"Santa Paula city, California",30283.0,Santa Paula
3172,396.0,Sonoma,Santa Rosa,180908962.625,242662.949111027,ff92d210-d3e7-4547-b467-be99ea1441c6,2016,1600000US0670098,"Santa Rosa city, California",173165.0,Santa Rosa
3173,397.0,San Diego,Santee,61484241.375,53802.521581051,b8ac56cb-975e-4ec5-9081-4921bfb5896e,2016,1600000US0670224,"Santee city, California",56839.0,Santee
3174,398.0,Santa Clara,Saratoga,52363903.2578125,38809.1089015499,04a8579a-124f-440f-8ea2-ff006c6b6ee2,2016,1600000US0670280,"Saratoga city, California",30830.0,Saratoga
3175,399.0,Marin,Sausalito,7073235.08984375,16234.5331496425,335133a8-6b87-4dd2-89e5-c249d95f6518,2016,1600000US0670364,"Sausalito city, California",7115.0,Sausalito
3176,400.0,Santa Cruz,Scotts Valley,18942579.4375,36359.772339483,cf549888-6953-4522-95e9-3b9f3e9f5e17,2016,1600000US0670588,"Scotts Valley city, California",11824.0,Scotts Valley
3177,401.0,Orange,Seal Beach,44410775.3125,35829.3542516322,a23313b8-d3bd-4c47-b9d8-e80e65d47d62,2016,1600000US0670686,"Seal Beach city, California",24510.0,Seal Beach
3178,402.0,Monterey,Seaside,37576691.7851563,28291.5600900631,225322ca-aa6d-4e69-95de-6a969cea1e46,2016,1600000US0670742,"Seaside city, California",34120.0,Seaside
3179,403.0,Sonoma,Sebastopol,7963427.453125,24751.2424303691,c1020509-ed2b-46dc-8a3e-8ef0d2e72056,2016,1600000US0670770,"Sebastopol city, California",7630.0,Sebastopol
3180,404.0,Fresno,Selma,23569157.0742188,41678.1152430873,2cd7ed4b-fa77-447d-89a7-c529deb463de,2016,1600000US0670882,"Selma city, California",24228.0,Selma
3181,405.0,Kern,Shafter,151805676.316406,95747.5985247595,66ac58b8-65f3-4179-b88e-c2fb1c2accd1,2016,1600000US0671106,"Shafter city, California",17801.0,Shafter
3182,406.0,Shasta,Shasta Lake,48898968.2539063,36093.5685176922,e74d6b10-65c4-40e1-8c51-d64f04ed35c9,2016,1600000US0671225,"Shasta Lake city, California",10151.0,Shasta Lake
3183,407.0,Los Angeles,Sierra Madre,11224441.3242188,14811.9517334063,8502ba25-c9f9-471a-91e0-7539f73abd82,2016,1600000US0671806,"Sierra Madre city, California",11067.0,Sierra Madre
3184,408.0,Los Angeles,Signal Hill,8263922.94921875,20718.6965209278,ceee12fd-8ecd-4671-a407-3d7075755fdf,2016,1600000US0671876,"Signal Hill city, California",11404.0,Signal Hill
3185,409.0,Ventura,Simi Valley,160889382.574219,105750.850492169,d0cb7066-10cd-4484-b4c1-92752fc7f8ce,2016,1600000US0672016,"Simi Valley city, California",126126.0,Simi Valley
3186,410.0,San Diego,Solana Beach,12566902.2070313,17561.8286791104,7ec9f195-fdd1-4cc3-b51f-189c2c4da889,2016,1600000US0672506,"Solana Beach city, California",13312.0,Solana Beach
3187,411.0,Monterey,Soledad,18966855.5507813,40888.1283434078,0d5d645b-960f-4f31-b362-80863713e1ea,2016,1600000US0672520,"Soledad city, California",25616.0,Soledad
3188,412.0,Santa Barbara,Solvang,9355712.98828125,24088.2429126894,6830c821-869d-497a-ae44-c1f8f2988830,2016,1600000US0672576,"Solvang city, California",5552.0,Solvang
3189,413.0,Sonoma,Sonoma,11071137.5039063,23871.5576517794,50c6627f-60bf-4659-b731-5023d7b95e59,2016,1600000US0672646,"Sonoma city, California",10952.0,Sonoma
3190,414.0,Tuolumne,Sonora,12993923.5703125,21841.3039390573,3c38c8f0-24c3-418b-b84e-2792027ba80c,2016,1600000US0672674,"Sonora city, California",4810.0,Sonora
3191,415.0,Los Angeles,South El Monte,10779077.0390625,22809.6687687195,bfd367c5-2818-4fa7-93cf-6e057ccca3c2,2016,1600000US0672996,"South El Monte city, California",20566.0,South El Monte
3192,416.0,Los Angeles,South Gate,27722325.125,37662.4477779243,71ca371c-d27e-4817-ac81-dbda70c498eb,2016,1600000US0673080,"South Gate city, California",95219.0,South Gate
3193,417.0,El Dorado,South Lake Tahoe,74955719.4257813,55721.7024777344,8cdca7b8-e476-44ee-853a-cfdd655af6f0,2016,1600000US0673108,"South Lake Tahoe city, California",21506.0,South Lake Tahoe
3194,418.0,Los Angeles,South Pasadena,12938297.34375,15983.9196173555,7a8f02dd-023c-4d48-ba3e-77fc13a3d72d,2016,1600000US0673220,"South Pasadena city, California",25936.0,South Pasadena
3195,419.0,San Mateo,South San Francisco,37827918.4296875,63507.5265110519,100e95cc-ebf3-416e-8e20-fcbff3163802,2016,1600000US0673262,"South San Francisco city, California",66587.0,South San Francisco
3196,420.0,Napa,St. Helena,21581247.203125,31664.0712425904,8867b333-8e8e-4cdc-b41d-ef66a9699dde,2016,1600000US0664140,"St. Helena city, California",5995.0,St. Helena
3197,421.0,Orange,Stanton,11686823.3164063,33483.405482768,3e342915-b86a-4806-b2e1-ad40237cd5c6,2016,1600000US0673962,"Stanton city, California",38594.0,Stanton
3198,422.0,San Joaquin,Stockton,276758684.480469,281373.058269844,34204680-532d-43ca-9f1b-f241dde7d3ce,2016,1600000US0675000,"Stockton city, California",301443.0,Stockton
3199,423.0,Solano,Suisun City,17185155.8945313,34090.9592344595,6aacc2ae-5b60-44da-b446-382981acf4e0,2016,1600000US0675630,"Suisun City city, California",29045.0,Suisun City
3200,424.0,Santa Clara,Sunnyvale,91366252.7578125,65588.7543784695,f0bae7c6-f6fe-4d03-8dd1-579081194cb6,2016,1600000US0677000,"Sunnyvale city, California",149596.0,Sunnyvale
3201,425.0,Lassen,Susanville,35316411.9453125,66105.7518881547,37718f8e-1c51-4f93-b8eb-2f7a1121444c,2016,1600000US0677364,"Susanville city, California",15555.0,Susanville
3202,426.0,Amador,Sutter Creek,11304102.8476563,32096.7323373362,64677ecc-2a27-42f8-82d7-b6bcc244b559,2016,1600000US0677392,"Sutter Creek city, California",2487.0,Sutter Creek
3203,427.0,Kern,Taft,58700865.6914063,53480.1798617673,9e636ec4-84ee-4d31-b881-de631c110d63,2016,1600000US0677574,"Taft city, California",9128.0,Taft
3204,428.0,Kern,Tehachapi,39970878.796875,65979.8003127906,aa95dac9-f8b1-47f0-bfcd-e15ec2e76d14,2016,1600000US0678092,"Tehachapi city, California",13179.0,Tehachapi
3205,429.0,Tehama,Tehama,3456749.7421875,8621.66392371782,bf56407a-8502-44c4-907f-2d448fd5e21e,2016,1600000US0678106,"Tehama city, California",467.0,Tehama
3206,430.0,Riverside,Temecula,138825973.71875,86826.8834935536,1bed47a6-0602-4d9e-ad08-fec50de263f5,2016,1600000US0678120,"Temecula city, California",108965.0,Temecula
3207,431.0,Los Angeles,Temple City,15259500.0820313,22322.0282256972,23a31143-9ece-4bf4-9e06-a9787fd127fe,2016,1600000US0678148,"Temple City city, California",36084.0,Temple City
3208,432.0,Ventura,Thousand Oaks,210489429.59375,123574.67923006,29e25c0d-d6e7-4d56-b082-2b09d59660e7,2016,1600000US0678582,"Thousand Oaks city, California",128623.0,Thousand Oaks
3209,434.0,Los Angeles,Torrance,77323534.96875,51431.0729386086,cee9d69e-414e-422a-b85f-829d261eccd8,2016,1600000US0680000,"Torrance city, California",147307.0,Torrance
3210,435.0,San Joaquin,Tracy,109828024.027344,128899.37678558,528aa343-6e1b-40e5-8f69-ca13170c32bf,2016,1600000US0680238,"Tracy city, California",86382.0,Tracy
3211,436.0,Humboldt,Trinidad,2076952.69921875,13033.1811784926,d898e43d-ccaf-4ae4-ac80-8670d5a0178a,2016,1600000US0680448,"Trinidad city, California",209.0,Trinidad
3212,438.0,Tulare,Tulare,81450731.2929688,80939.1074005729,6cbc5570-702a-4644-a8ea-b7899b4349a0,2016,1600000US0680644,"Tulare city, California",61664.0,Tulare
3213,439.0,Siskiyou,Tulelake,1910090.3203125,6727.17544813947,b6a65be9-57ef-487c-be2f-abaf7119f30a,2016,1600000US0680686,"Tulelake city, California",1043.0,Tulelake
3214,440.0,Stanislaus,Turlock,69493672.6171875,63723.1993275508,5b6d31fb-3ce8-41c6-ac23-768f86ce0d0c,2016,1600000US0680812,"Turlock city, California",71166.0,Turlock
3215,441.0,Orange,Tustin,41820895.9375,57145.1763645262,faf57a9c-093d-479e-92ce-8e051d38b516,2016,1600000US0680854,"Tustin city, California",79396.0,Tustin
3216,442.0,San Bernardino,Twentynine Palms,222715993.351563,106740.922849077,a7413e3a-b057-4dab-b9b6-6cec101bc4cd,2016,1600000US0680994,"Twentynine Palms city, California",25848.0,Twentynine Palms
3217,443.0,Mendocino,Ukiah,20608561.9023438,36972.481228619,fb4fd85b-688d-477e-90c2-acf088b22c19,2016,1600000US0681134,"Ukiah city, California",15884.0,Ukiah
3218,444.0,Alameda,Union City,80377660.4648438,71695.2447590985,6aa7416d-fd1d-4a4f-93c4-0770fbb1a2e5,2016,1600000US0681204,"Union City city, California",73500.0,Union City
3219,445.0,San Bernardino,Upland,59394283.703125,35235.9098136648,126b8229-3e2a-459d-855f-f1b727496269,2016,1600000US0681344,"Upland city, California",75851.0,Upland
3220,446.0,Solano,Vacaville,125859689.722656,99661.3418556159,cd5fff18-597a-492c-b806-b537dc537746,2016,1600000US0681554,"Vacaville city, California",95607.0,Vacaville
3221,447.0,Solano,Vallejo,128781938.925781,111406.58078821,5d233983-df7a-4a5e-ad14-bdd6b020d88a,2016,1600000US0681666,"Vallejo city, California",119644.0,Vallejo
3222,449.0,Los Angeles,Vernon,19472683.6210938,31186.4239824758,9bf3612c-3f05-490d-9f65-a208b544375b,2016,1600000US0682422,"Vernon city, California",101.0,Vernon
3223,450.0,San Bernardino,Victorville,283232286.65625,142990.449724695,a98d7a6e-5a5c-477e-af88-acfb9f11f70f,2016,1600000US0682590,"Victorville city, California",121320.0,Victorville
3224,451.0,Orange,Villa Park,7853818.37890625,17655.3859711759,05c51b3c-8ec6-4d1c-ae38-dff22af2d203,2016,1600000US0682744,"Villa Park city, California",5922.0,Villa Park
3225,452.0,Tulare,Visalia,153180776.375,132472.38948029,50e29e46-a597-43c8-a3e1-f5a96bda5338,2016,1600000US0682954,"Visalia city, California",128738.0,Visalia
3226,453.0,San Diego,Vista,69662663.796875,99294.9360690489,92ca4e60-39bd-451c-968a-9b06e89a3d30,2016,1600000US0682996,"Vista city, California",98560.0,Vista
3227,454.0,Los Angeles,Walnut,33932903.1796875,33705.1607973171,ae2139a0-501d-469a-ada3-016c2a66a4a9,2016,1600000US0683332,"Walnut city, California",30026.0,Walnut
3228,455.0,Contra Costa,Walnut Creek,82428801.484375,116944.312635597,adc694f6-2fb6-4cc4-8926-6241ea3f6fd3,2016,1600000US0683346,"Walnut Creek city, California",67568.0,Walnut Creek
3229,456.0,Kern,Wasco,37477413.03125,51022.8149686062,ee4b3a57-a6a3-4f50-a139-d4a389b8cf6c,2016,1600000US0683542,"Wasco city, California",26061.0,Wasco
3230,457.0,Stanislaus,Waterford,10166347.6875,18582.4891401087,c457bafe-f200-4f65-9931-1b8a36f71f28,2016,1600000US0683612,"Waterford city, California",8708.0,Waterford
3231,458.0,Santa Cruz,Watsonville,27580445.25,48950.2137587499,7d940c0c-5837-422e-abd6-70af8246d149,2016,1600000US0683668,"Watsonville city, California",52915.0,Watsonville
3232,459.0,Siskiyou,Weed,22193265.7539063,36202.9728628581,b7c479d4-a39c-4f00-a78d-17da1c164456,2016,1600000US0683850,"Weed city, California",2750.0,Weed
3233,460.0,Los Angeles,West Covina,60787433.9882813,75435.3600168253,6787f7e3-650e-4458-89f1-12cfad6e98db,2016,1600000US0684200,"West Covina city, California",107634.0,West Covina
3234,461.0,Los Angeles,West Hollywood,7178771.4921875,21043.1206737822,a5521376-b045-4227-a9c9-2289a4fda883,2016,1600000US0684410,"West Hollywood city, California",35661.0,West Hollywood
3235,462.0,Yolo,West Sacramento,97647197.203125,46539.3055212368,e106bd6c-95b2-437e-8544-9ceb8d6ca372,2016,1600000US0684816,"West Sacramento city, California",51386.0,West Sacramento
3236,463.0,Los Angeles,Westlake Village,20803175.9101563,23742.8009022052,2abfa6de-fb85-4c01-890a-1e46210f7628,2016,1600000US0684438,"Westlake Village city, California",8443.0,Westlake Village
3237,464.0,Orange,Westminster,37856067.8945313,54680.6146773354,901af9fe-a6a1-43b7-8b01-a9ac2a0b78bb,2016,1600000US0684550,"Westminster city, California",91635.0,Westminster
3238,465.0,Imperial,Westmorland,2278996.96484375,11110.2035510941,98ef1b30-ee17-46ee-b863-4f33bc7ef9ca,2016,1600000US0684606,"Westmorland city, California",2014.0,Westmorland
3239,466.0,Yuba,Wheatland,34931643.8710938,46816.2199893527,605ac660-f0b1-47c2-ba83-7adc6f311e3d,2016,1600000US0685012,"Wheatland city, California",3617.0,Wheatland
3240,467.0,Los Angeles,Whittier,55332675.2070313,60122.3409694454,9a76d19e-c723-4ff4-9f12-66366c729a27,2016,1600000US0685292,"Whittier city, California",86630.0,Whittier
3241,468.0,Riverside,Wildomar,88793381.0898438,42930.1354892912,900fffad-d4c4-40d4-a556-4338fd6123fd,2016,1600000US0685446,"Wildomar city, California",34775.0,Wildomar
3242,469.0,Colusa,Williams,21810706.8789063,31323.7559121148,8d61708a-ae37-4d43-bd2c-90bf3edf3a36,2016,1600000US0685586,"Williams city, California",5160.0,Williams
3243,470.0,Mendocino,Willits,12210984.328125,29849.4400068214,ac2c60fd-0866-4aa8-9388-832467951ce3,2016,1600000US0685600,"Willits city, California",4848.0,Willits
3244,471.0,Glenn,Willows,12296339.8085938,22524.0806156911,610d03de-4ea4-48d6-ae9e-3939071fb906,2016,1600000US0685684,"Willows city, California",6080.0,Willows
3245,473.0,Yolo,Winters,10804762.296875,24490.1125811704,e34317bc-3495-4d22-98ec-87face98e432,2016,1600000US0686034,"Winters city, California",6974.0,Winters
3246,474.0,Tulare,Woodlake,13124119.4492188,29231.0651581337,9c1c72b0-daa2-4d07-a3e6-2bb77c95031e,2016,1600000US0686300,"Woodlake city, California",7567.0,Woodlake
3247,475.0,Yolo,Woodland,63904987.75,73095.5181818295,df617f85-f032-4911-a177-1b7005b78c0e,2016,1600000US0686328,"Woodland city, California",57552.0,Woodland
3248,477.0,Orange,Yorba Linda,75095135.09375,73709.6961450616,26cab1e0-ea41-497a-a61a-526213d5578c,2016,1600000US0686832,"Yorba Linda city, California",67362.0,Yorba Linda
3249,478.0,Napa,Yountville,6139924.5,18166.7764789401,735a240a-584d-4627-8090-a2e92033d000,2016,1600000US0686930,"Yountville city, California",2991.0,Yountville
3250,479.0,Siskiyou,Yreka,46798868.375,64683.1907662048,a1a1efeb-3906-417a-812e-2184e2101bd5,2016,1600000US0686944,"Yreka city, California",7598.0,Yreka
3251,480.0,Sutter,Yuba City,66302159.09375,74665.9520026705,060e429b-d220-42b0-82c9-bb07aa3ceb8b,2016,1600000US0686972,"Yuba City city, California",66147.0,Yuba City
3252,481.0,San Bernardino,Yucaipa,106858391.742188,66660.7723633347,048cc48d-99e6-4541-97c5-27b43a221a05,2016,1600000US0687042,"Yucaipa city, California",52886.0,Yucaipa
3253,1.0,San Bernardino,Adelanto,202527216.65625,122818.299432443,a112aaa2-6c60-4c6f-83c5-5a03126064e8,2017,1600000US0600296,"Adelanto city, California",32867.0,Adelanto
3254,2.0,Los Angeles,Agoura Hills,29643180.1953125,29626.9407231508,b9192abb-2d64-4f7b-b9dc-97b8a703521b,2017,1600000US0600394,"Agoura Hills city, California",20736.0,Agoura Hills
3255,3.0,Alameda,Alameda,43583052.453125,52137.8769118302,b8a7f28a-a71e-4e96-bd7e-78cf84f27f7d,2017,1600000US0600562,"Alameda city, California",78246.0,Alameda
3256,4.0,Alameda,Albany,7558117.2109375,16774.017561212,f25071bd-a3d2-437a-bdf4-2d25a0aea1f4,2017,1600000US0600674,"Albany city, California",19682.0,Albany
3257,5.0,Los Angeles,Alhambra,28883376.6367188,25461.4876329188,a74ff6de-81a9-4d98-b4dc-a1f9d9730f4b,2017,1600000US0600884,"Alhambra city, California",85168.0,Alhambra
3258,6.0,Orange,Aliso Viejo,25901253.5117188,33775.3696308583,32e63b56-98f9-462e-9e0d-86ed32f59a6f,2017,1600000US0600947,"Aliso Viejo city, California",50691.0,Aliso Viejo
3259,7.0,Modoc,Alturas,13359025.0585938,23764.8127344721,f87fe79e-88fe-44fe-bacf-b16d00e72320,2017,1600000US0601444,"Alturas city, California",2613.0,Alturas
3260,8.0,Amador,Amador City,1307710.1328125,4628.80717539254,0b0e5dd4-dd76-4d23-b8db-5f80e581a6d9,2017,1600000US0601514,"Amador City city, California",148.0,Amador City
3261,9.0,Napa,American Canyon,25657660.1835938,34793.6440438085,0e0b9daf-6b3d-4783-a074-8607c357f0eb,2017,1600000US0601640,"American Canyon city, California",20341.0,American Canyon
3262,10.0,Orange,Anaheim,196108999.554688,147822.690354671,7b29a09d-80e7-4ecf-a52d-6fa122b3651c,2017,1600000US0602000,"Anaheim city, California",349007.0,Anaheim
3263,11.0,Shasta,Anderson,32458888.3984375,47510.5481526246,d8e5af81-bf95-43bc-87b0-bdb8fc4aa286,2017,1600000US0602042,"Anderson city, California",10176.0,Anderson
3264,13.0,Contra Costa,Antioch,124941447.402344,74914.6180628466,3425eb3e-ab73-490a-a609-8b129dc2551c,2017,1600000US0602252,"Antioch city, California",110026.0,Antioch
3265,15.0,Los Angeles,Arcadia,42082448.140625,48662.39865065,ef3b66aa-bcd6-433f-b223-138330934559,2017,1600000US0602462,"Arcadia city, California",58156.0,Arcadia
